STATION,DATE,TAVG,TMIN,TMAX,AWND,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,5/21/2013,71,53,88,8.28,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,5/22/2013,60,53,72,6.71,23,1,,,,,,,,,,,,,,,,,,,
USW00014765,5/23/2013,66,61,76,12.53,25.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,5/24/2013,64,50,68,8.28,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,5/25/2013,51,43,55,11.41,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,5/26/2013,49,42,61,12.53,28,,,,,,,,,,,,,,,,,,,,
USW00014765,5/27/2013,58,41,73,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,5/28/2013,60,46,71,5.82,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,5/29/2013,62,57,76,6.93,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/30/2013,74,61,90,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,5/31/2013,80,66,92,7.83,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/1/2013,78,63,89,10.07,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/2/2013,73,65,87,12.3,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/3/2013,67,64,73,7.83,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/4/2013,65,54,73,9.84,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/5/2013,63,50,72,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/6/2013,61,52,71,6.04,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/7/2013,59,56,61,9.62,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/8/2013,63,55,79,10.96,21,,,,,,,,,,,,,,,,,,,,
USW00014765,6/9/2013,70,59,80,7.38,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/10/2013,66,57,71,4.92,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/11/2013,65,59,78,5.14,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/12/2013,65,59,73,12.97,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,6/13/2013,60,53,63,7.16,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/14/2013,59,53,72,12.75,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/15/2013,69,61,79,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/16/2013,67,55,77,8.28,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/17/2013,73,62,84,8.5,23.9,,,1,,,,,,,,,,,,,,,,,
USW00014765,6/18/2013,68,59,80,5.82,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/19/2013,65,57,76,8.5,17,,,,,,,,,,,,,,,,,,,,
USW00014765,6/20/2013,66,53,79,5.82,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/21/2013,69,57,82,8.5,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/22/2013,71,61,83,8.5,17,,,,,,,,,,,,,,,,,,,,
USW00014765,6/23/2013,73,63,87,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,6/24/2013,80,70,93,8.72,25.9,,,1,,,,,,,,,,,,,,,,,
USW00014765,6/25/2013,79,69,92,8.05,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/26/2013,79,72,88,6.49,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/27/2013,71,66,74,5.37,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,6/28/2013,72,67,80,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,6/29/2013,73,69,81,10.51,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,6/30/2013,73,70,80,8.72,17,,,,,,,,,,,,,,,,,,,,
USW00014765,7/1/2013,74,71,80,8.72,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/2/2013,75,72,83,10.07,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/3/2013,78,71,88,9.84,21,,,,,,,,,,,,,,,,,,,,
USW00014765,7/4/2013,81,74,90,8.72,17,,,,,,,,,,,,,,,,,,,,
USW00014765,7/5/2013,82,75,93,9.84,18.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,7/6/2013,83,75,93,8.5,17,,,,,,,,,,,,,,,,,,,,
USW00014765,7/7/2013,84,75,95,6.93,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/8/2013,82,70,92,8.28,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/9/2013,73,68,79,4.47,15,,,,,,,,,,,,,,,,,,,,
USW00014765,7/10/2013,76,73,85,7.61,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/11/2013,76,71,79,6.49,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/12/2013,74,67,78,11.63,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/13/2013,71,66,79,4.7,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/14/2013,80,72,92,6.04,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/15/2013,84,76,94,5.82,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/16/2013,85,76,95,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/17/2013,81,73,89,7.16,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/18/2013,84,77,96,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,7/19/2013,86,77,98,10.74,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,7/20/2013,85,75,95,8.72,23,,,,,,,,,,,,,,,,,,,,
USW00014765,7/21/2013,77,69,83,4.92,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/22/2013,76,69,84,4.92,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/23/2013,78,73,88,8.5,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/24/2013,78,71,87,6.93,21,,,,,,,,,,,,,,,,,,,,
USW00014765,7/25/2013,67,60,71,12.97,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/26/2013,64,61,73,9.84,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/27/2013,72,63,85,8.05,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/28/2013,74,68,84,6.04,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/29/2013,75,69,84,7.61,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,7/30/2013,75,66,83,7.38,15,,,,,,,,,,,,,,,,,,,,
USW00014765,7/31/2013,72,60,82,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/1/2013,71,63,80,6.26,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,8/2/2013,73,66,84,5.82,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/3/2013,72,65,78,8.72,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/4/2013,71,57,81,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,8/5/2013,68,57,78,6.93,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/6/2013,67,54,80,5.14,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/7/2013,68,56,78,6.71,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/8/2013,72,67,81,9.84,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/9/2013,74,72,76,11.18,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/10/2013,76,64,84,8.5,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/11/2013,70,57,80,6.04,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/12/2013,71,64,81,4.47,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/13/2013,69,64,73,3.58,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/14/2013,68,60,74,10.29,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,8/15/2013,67,56,77,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/16/2013,68,55,79,5.82,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/17/2013,70,59,82,3.13,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/18/2013,68,60,79,3.58,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/19/2013,70,59,82,8.5,15,,,,,,,,,,,,,,,,,,,,
USW00014765,8/20/2013,75,64,86,4.92,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/21/2013,77,66,89,5.82,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/22/2013,74,67,84,6.71,23,,,,,,,,,,,,,,,,,,,,
USW00014765,8/23/2013,74,65,80,6.93,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/24/2013,69,57,77,8.05,17,,,,,,,,,,,,,,,,,,,,
USW00014765,8/25/2013,67,55,82,5.14,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/26/2013,71,66,81,9.84,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/27/2013,73,67,81,4.25,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/28/2013,73,63,84,4.25,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,8/29/2013,67,61,70,10.51,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/30/2013,67,60,80,7.16,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,8/31/2013,74,70,80,8.28,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,9/1/2013,75,70,82,7.16,15,,,,,,,,,,,,,,,,,,,,
USW00014765,9/2/2013,73,69,76,6.26,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/3/2013,72,63,78,5.14,17,,,,,,,,,,,,,,,,,,,,
USW00014765,9/4/2013,69,59,79,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,9/5/2013,67,56,74,7.16,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/6/2013,60,50,70,5.37,13,,,,,,,,,,,,,,,,,,,,
USW00014765,9/7/2013,62,49,77,7.61,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/8/2013,69,54,79,10.29,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/9/2013,59,48,68,6.04,17,,,,,,,,,,,,,,,,,,,,
USW00014765,9/10/2013,65,56,74,8.95,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,9/11/2013,77,68,92,7.38,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/12/2013,76,69,84,10.29,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/13/2013,72,61,79,6.04,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,9/14/2013,63,53,70,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/15/2013,59,49,71,4.25,13,,,,,,,,,,,,,,,,,,,,
USW00014765,9/16/2013,60,49,69,7.61,23,1,,,,,,,,,,,,,,,,,,,
USW00014765,9/17/2013,54,44,63,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/18/2013,56,44,71,5.59,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/19/2013,62,49,81,4.92,13,,,,,,,,,,,,,,,,,,,,
USW00014765,9/20/2013,63,49,77,4.7,15,,,,,,,,,,,,,,,,,,,,
USW00014765,9/21/2013,63,53,75,8.72,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,9/22/2013,68,52,72,9.62,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,9/23/2013,56,48,65,9.62,21,,,,,,,,,,,,,,,,,,,,
USW00014765,9/24/2013,55,43,68,8.05,15,,,,,,,,,,,,,,,,,,,,
USW00014765,9/25/2013,58,46,70,5.37,17,,,,,,,,,,,,,,,,,,,,
USW00014765,9/26/2013,59,52,66,4.25,15,,,,,,,,,,,,,,,,,,,,
USW00014765,9/27/2013,59,50,67,7.38,17,,,,,,,,,,,,,,,,,,,,
USW00014765,9/28/2013,60,48,74,4.03,15,,,,,,,,,,,,,,,,,,,,
USW00014765,9/29/2013,57,46,69,3.36,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,9/30/2013,59,51,70,5.59,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/1/2013,62,47,78,4.25,13,,,,,,,,,,,,,,,,,,,,
USW00014765,10/2/2013,68,56,81,8.05,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/3/2013,66,52,79,4.7,13,,,,,,,,,,,,,,,,,,,,
USW00014765,10/4/2013,60,52,69,3.36,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/5/2013,62,57,71,2.68,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/6/2013,61,57,61,5.82,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/7/2013,65,58,76,11.41,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/8/2013,63,50,68,8.5,17,,,,,,,,,,,,,,,,,,,,
USW00014765,10/9/2013,55,48,64,9.62,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/10/2013,56,50,67,9.62,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/11/2013,60,52,69,10.07,17,,,,,,,,,,,,,,,,,,,,
USW00014765,10/12/2013,58,52,69,11.41,23,,,,,,,,,,,,,,,,,,,,
USW00014765,10/13/2013,55,44,62,7.61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,10/14/2013,50,38,62,2.68,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/15/2013,55,42,70,3.13,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/16/2013,56,47,63,5.37,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/17/2013,60,52,71,6.04,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/18/2013,64,47,69,9.4,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/19/2013,54,43,65,4.92,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/20/2013,57,43,64,7.16,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/21/2013,52,41,67,6.71,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/22/2013,55,43,71,6.26,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/23/2013,48,40,51,4.03,10.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,10/24/2013,46,38,55,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,10/25/2013,44,32,52,6.71,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/26/2013,42,31,56,10.07,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/27/2013,50,33,58,7.61,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,10/28/2013,45,32,61,7.83,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,10/29/2013,44,35,53,5.37,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,10/30/2013,44,35,58,1.57,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,10/31/2013,50,37,65,8.28,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/1/2013,65,60,70,17,35.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/2/2013,58,52,66,3.58,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/3/2013,48,34,54,10.51,21,,,,,,,,,,,,,,,,,,,,
USW00014765,11/4/2013,37,28,45,8.72,17,,,,,,,,,,,,,,,,,,,,
USW00014765,11/5/2013,37,25,50,2.68,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/6/2013,46,37,61,6.49,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/7/2013,57,40,65,9.84,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/8/2013,42,33,49,10.51,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/9/2013,38,29,46,6.26,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/10/2013,47,40,59,7.16,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/11/2013,45,39,53,9.62,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/12/2013,42,28,52,10.07,21,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/13/2013,31,24,38,8.28,17,,,,,,,,,,,,,,,,,,,,
USW00014765,11/14/2013,37,26,53,9.4,18.1,,,,,,,,1,,,,,,,,,,,,
USW00014765,11/15/2013,47,33,60,6.49,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/16/2013,47,36,61,4.47,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/17/2013,46,35,58,3.36,13,,,,,,,,,,,,,,,,,,,,
USW00014765,11/18/2013,60,49,66,11.63,30,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/19/2013,45,32,50,13.42,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/20/2013,35,25,43,7.16,17,,,,,,,,,,,,,,,,,,,,
USW00014765,11/21/2013,34,24,48,2.24,8.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,11/22/2013,45,40,52,3.36,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/23/2013,46,31,51,12.53,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/24/2013,27,21,31,19.01,36,,,,,,,,,,,,,,,,,,,,
USW00014765,11/25/2013,25,18,34,8.5,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/26/2013,37,34,45,5.82,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/27/2013,52,37,63,16.55,36,1,,,,,,,,,,,,,,,,,,,
USW00014765,11/28/2013,35,25,38,13.42,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,11/29/2013,30,22,37,6.93,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,11/30/2013,26,18,34,4.03,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/1/2013,36,31,45,3.58,12.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/2/2013,39,35,44,3.8,8.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/3/2013,40,35,51,6.49,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/4/2013,39,32,50,2.24,10.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/5/2013,41,34,55,2.91,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/6/2013,53,37,57,7.16,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/7/2013,38,30,41,8.28,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/8/2013,30,23,32,4.47,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/9/2013,33,27,40,6.93,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/10/2013,34,25,36,5.82,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/11/2013,27,21,31,8.95,17,,,,,,,,,,,,,,,,,,,,
USW00014765,12/12/2013,25,15,27,8.05,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/13/2013,23,16,33,8.95,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/14/2013,19,14,30,10.51,16.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/15/2013,31,24,37,9.17,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/16/2013,27,14,30,7.83,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/17/2013,17,9,24,6.93,19.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/18/2013,26,20,34,10.29,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/19/2013,32,25,45,8.72,23,,,,,,,,,,,,,,,,,,,,
USW00014765,12/20/2013,40,28,53,2.91,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/21/2013,47,39,59,7.61,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/22/2013,59,44,64,12.08,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/23/2013,42,36,44,5.82,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/24/2013,37,28,42,9.84,17,,,,,,,,,,,,,,,,,,,,
USW00014765,12/25/2013,24,18,28,8.5,21,,,,,,,,,,,,,,,,,,,,
USW00014765,12/26/2013,27,21,36,5.37,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/27/2013,30,25,37,6.71,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,12/28/2013,35,23,50,7.61,23,,,,,,,,,,,,,,,,,,,,
USW00014765,12/29/2013,36,28,48,6.04,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,12/30/2013,38,20,41,9.84,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,12/31/2013,22,16,28,6.26,15,,,,,,,,,,,,,,,,,,,,
USW00014765,1/1/2014,23,18,30,5.82,17,,,,,,,,,,,,,,,,,,,,
USW00014765,1/2/2014,22,5,24,14.99,28,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/3/2014,9,2,17,16.11,30,,,,,,,,,,,,,,,,,,,,
USW00014765,1/4/2014,10,-3,28,5.37,21,,,,,,,,,,,,,,,,,,,,
USW00014765,1/5/2014,24,13,45,2.01,17,,,,,,,,,,,,,,,,,,,,
USW00014765,1/6/2014,46,28,59,13.87,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/7/2014,20,7,29,14.76,25.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/8/2014,12,6,24,8.05,17,,,,,,,,,,,,,,,,,,,,
USW00014765,1/9/2014,21,14,31,5.59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,1/10/2014,23,14,35,0.22,6,,,,,,,,,,,,,,,,,,,,
USW00014765,1/11/2014,44,34,60,13.2,36,,,,,,,,,,,,,,,,,,,,
USW00014765,1/12/2014,48,34,53,12.97,25.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/13/2014,38,28,51,8.05,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/14/2014,47,44,51,7.38,18.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/15/2014,41,30,46,3.58,11,,,,,,,,,,,,,,,,,,,,
USW00014765,1/16/2014,38,34,42,2.01,8.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/17/2014,39,31,46,4.7,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/18/2014,35,31,37,4.92,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/19/2014,33,29,37,13.2,23.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,1/20/2014,37,28,45,11.86,23,,,,,,,,,,,,,,,,,,,,
USW00014765,1/21/2014,23,12,28,12.3,23,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/22/2014,12,7,19,15.21,25.9,,,,,,,,,1,,,,,,,,,,,
USW00014765,1/23/2014,11,2,20,8.95,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/24/2014,12,7,18,10.07,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/25/2014,24,11,38,14.09,36,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/26/2014,22,16,25,11.41,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/27/2014,32,20,49,12.08,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/28/2014,19,12,21,8.95,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,1/29/2014,18,14,25,6.93,17,1,,,,,,,,,,,,,,,,,,,
USW00014765,1/30/2014,18,7,28,6.04,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,1/31/2014,29,17,45,5.14,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/1/2014,37,30,43,4.7,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/2/2014,41,32,55,4.7,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/3/2014,37,27,42,8.95,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2/4/2014,28,17,34,3.8,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/5/2014,29,25,33,9.4,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/6/2014,25,19,29,4.92,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/7/2014,22,14,31,6.26,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2/8/2014,22,11,31,3.36,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/9/2014,26,22,33,5.82,13,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/10/2014,25,17,29,8.95,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/11/2014,19,16,25,8.5,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/12/2014,17,7,25,4.03,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/13/2014,27,22,36,15.66,36.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/14/2014,35,30,38,13.2,33.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/15/2014,31,23,35,9.62,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/16/2014,28,23,32,13.42,29.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/17/2014,23,13,30,10.07,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/18/2014,23,10,38,7.61,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2/19/2014,29,14,39,5.37,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,2/20/2014,38,34,49,7.38,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/21/2014,36,34,51,6.71,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/22/2014,42,30,48,11.18,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/23/2014,43,31,50,4.25,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,2/24/2014,37,23,42,13.42,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2/25/2014,25,19,31,9.84,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/26/2014,23,15,31,7.83,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/27/2014,20,9,30,9.84,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,2/28/2014,17,9,26,8.28,21,,,,,,,,,,,,,,,,,,,,
USW00014765,3/1/2014,20,8,36,6.71,18.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/2/2014,34,31,37,6.93,13,,,,,,,,,,,,,,,,,,,,
USW00014765,3/3/2014,27,15,33,10.51,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,3/4/2014,19,10,29,6.04,13,,,,,,,,,,,,,,,,,,,,
USW00014765,3/5/2014,27,20,33,9.4,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,3/6/2014,22,12,30,8.28,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,3/7/2014,25,12,39,5.82,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/8/2014,40,28,59,6.93,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,3/9/2014,39,32,43,10.07,21,,,,,,,,,,,,,,,,,,,,
USW00014765,3/10/2014,36,31,46,6.71,15,1,,,,,,,,,,,,,,,,,,,
USW00014765,3/11/2014,44,32,62,6.49,21,,,,,,,,,,,,,,,,,,,,
USW00014765,3/12/2014,46,39,54,8.05,23.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,3/13/2014,30,15,40,16.55,28,,,,,,,,,,,,,,,,,,,,
USW00014765,3/14/2014,24,12,38,10.51,23,,,,,,,,,,,,,,,,,,,,
